Production_ID,ProductionStatus,Order_ID,Member_ID,EventTimestamp
756,Complete,303,35,2024-06-13
757,Cancelled,491,12,2024-06-13
758,In Process,497,32,2024-06-13
759,Cancelled,474,30,2024-06-13
760,In Process,1423,9,2024-06-13
761,Complete,460,7,2024-06-13
762,Cancelled,1479,12,2024-06-13
763,Cancelled,983,23,2024-06-13
764,Complete,383,36,2024-06-13
765,Cancelled,435,11,2024-06-13
766,Complete,1090,25,2024-06-13
767,In Delivery,346,6,2024-06-13
768,In Process,1588,24,2024-06-13
769,Complete,1817,32,2024-06-13
770,In Delivery,529,4,2024-06-13
771,In Process,1582,10,2024-06-13
772,Cancelled,203,21,2024-06-13
773,In Delivery,760,12,2024-06-13
774,In Process,74,5,2024-06-13
775,Complete,1256,35,2024-06-13
776,Cancelled,719,20,2024-06-13
777,Cancelled,1747,22,2024-06-13
778,Complete,676,23,2024-06-13
779,In Delivery,1098,37,2024-06-13
780,Complete,660,8,2024-06-13
781,In Process,90,25,2024-06-13
782,Complete,176,11,2024-06-13
783,In Process,1982,22,2024-06-13
784,In Process,676,11,2024-06-13
785,Complete,93,35,2024-06-13
786,In Process,723,4,2024-06-13
787,In Process,1677,24,2024-06-13
788,Cancelled,1181,8,2024-06-13
789,Complete,7,40,2024-06-13
790,Cancelled,683,2,2024-06-13
791,In Delivery,1972,16,2024-06-13
792,Complete,1224,37,2024-06-13
793,In Delivery,426,38,2024-06-13
794,In Delivery,159,10,2024-06-13
795,Complete,754,39,2024-06-13
796,In Delivery,439,5,2024-06-13
797,Complete,187,19,2024-06-13
798,Complete,1012,22,2024-06-13
799,In Process,1878,21,2024-06-13
800,In Process,737,12,2024-06-13
801,Complete,1475,22,2024-06-13
802,In Process,966,15,2024-06-13
803,Cancelled,1715,34,2024-06-13
804,Complete,543,27,2024-06-13
805,Complete,245,39,2024-06-13
806,Complete,1030,9,2024-06-13
807,Complete,984,9,2024-06-13
808,In Process,1358,40,2024-06-13
809,In Process,1050,19,2024-06-13
810,Complete,1203,10,2024-06-13
811,In Delivery,655,8,2024-06-13
812,In Delivery,1650,6,2024-06-13
813,Complete,1685,16,2024-06-13
814,In Process,573,13,2024-06-13
815,Complete,1612,10,2024-06-13
816,Cancelled,1410,21,2024-06-13
817,Cancelled,1403,40,2024-06-13
818,In Process,1100,4,2024-06-13
819,Complete,433,28,2024-06-13
820,Complete,36,16,2024-06-13
821,Cancelled,1383,30,2024-06-13
822,Complete,139,36,2024-06-13
823,In Delivery,6,7,2024-06-13
824,Cancelled,667,19,2024-06-13
825,In Process,131,36,2024-06-13
826,Cancelled,152,18,2024-06-13
827,Cancelled,1713,13,2024-06-13
828,Complete,264,38,2024-06-13
829,In Process,1113,22,2024-06-13
830,Complete,1458,1,2024-06-13
831,In Delivery,1909,17,2024-06-13
832,Complete,484,38,2024-06-13
833,In Delivery,373,34,2024-06-13
834,In Delivery,1843,28,2024-06-13
835,In Delivery,1409,29,2024-06-13
836,In Process,456,11,2024-06-13
837,In Delivery,489,18,2024-06-13
838,Complete,1946,12,2024-06-13
839,In Delivery,367,22,2024-06-13
840,In Process,1217,17,2024-06-13
841,Cancelled,605,20,2024-06-13
842,In Delivery,64,9,2024-06-13
843,In Process,1760,23,2024-06-13
844,In Delivery,316,14,2024-06-13
845,Complete,343,31,2024-06-13
846,Complete,423,35,2024-06-13
847,In Process,180,25,2024-06-13
848,Complete,1030,15,2024-06-13
849,Cancelled,1238,3,2024-06-13
850,In Process,1750,13,2024-06-13
851,In Delivery,302,15,2024-06-13
852,Complete,1407,5,2024-06-13
853,Cancelled,783,8,2024-06-13
854,In Process,409,24,2024-06-13
855,In Delivery,875,12,2024-06-13
856,Complete,590,36,2024-06-13
857,Cancelled,1013,19,2024-06-13
858,In Delivery,1435,19,2024-06-13
859,Complete,748,5,2024-06-13
860,In Delivery,138,6,2024-06-13
861,In Process,416,21,2024-06-13
862,Cancelled,116,1,2024-06-13
863,Complete,1102,1,2024-06-13
864,Cancelled,744,31,2024-06-13
865,In Delivery,470,32,2024-06-13
866,In Delivery,1324,20,2024-06-13
867,Complete,564,24,2024-06-13
868,Cancelled,669,6,2024-06-13
869,Complete,412,18,2024-06-13
870,In Process,832,29,2024-06-13
871,Complete,364,5,2024-06-13
872,Cancelled,615,35,2024-06-13
873,In Delivery,12,37,2024-06-13
874,In Process,1601,16,2024-06-13
875,Cancelled,1057,25,2024-06-13
876,In Delivery,1795,35,2024-06-13
877,Cancelled,1468,30,2024-06-13
878,Complete,1243,39,2024-06-13
879,Complete,1482,25,2024-06-13
880,Cancelled,207,12,2024-06-13
881,Cancelled,1752,40,2024-06-13
882,Cancelled,561,13,2024-06-13
883,Complete,23,9,2024-06-13
884,Complete,673,5,2024-06-13
885,In Process,1391,22,2024-06-13
886,In Delivery,1595,27,2024-06-13
887,In Delivery,1633,35,2024-06-13
888,Complete,968,3,2024-06-13
889,Cancelled,812,30,2024-06-13
890,In Delivery,1095,30,2024-06-13
891,In Delivery,1935,22,2024-06-13
892,In Process,413,4,2024-06-13
893,Cancelled,1407,2,2024-06-13
894,In Delivery,1337,30,2024-06-13
895,Complete,1813,34,2024-06-13
896,Complete,1366,31,2024-06-13
897,Cancelled,1492,38,2024-06-13
898,Complete,221,4,2024-06-13
899,Cancelled,1134,1,2024-06-13
900,Cancelled,1540,26,2024-06-13
901,Complete,1115,5,2024-06-13
902,Cancelled,1189,8,2024-06-13
903,In Process,1485,31,2024-06-13
904,Cancelled,1782,3,2024-06-13
905,Complete,1881,24,2024-06-13
906,In Delivery,1038,28,2024-06-13
907,In Process,1526,13,2024-06-13
908,In Process,976,11,2024-06-13
909,In Delivery,488,19,2024-06-13
910,In Delivery,1730,39,2024-06-13
911,Cancelled,1366,24,2024-06-13
912,Cancelled,1897,10,2024-06-13
913,Cancelled,1030,36,2024-06-13
914,Cancelled,370,12,2024-06-13
915,Cancelled,1911,38,2024-06-13
916,In Delivery,1774,31,2024-06-13
917,In Process,1327,18,2024-06-13
918,In Process,1495,28,2024-06-13
919,Cancelled,1192,1,2024-06-13
920,Cancelled,963,3,2024-06-13
921,Cancelled,570,10,2024-06-13
922,Complete,1379,35,2024-06-13
923,In Delivery,448,9,2024-06-13
924,Complete,323,40,2024-06-13
925,In Process,227,10,2024-06-13
926,Cancelled,81,17,2024-06-13
927,In Process,1494,40,2024-06-13
928,Cancelled,178,26,2024-06-13
929,In Process,717,23,2024-06-13
930,In Process,597,30,2024-06-13
931,Complete,885,6,2024-06-13
932,Cancelled,1799,5,2024-06-13
933,In Delivery,1845,8,2024-06-13
934,In Delivery,435,16,2024-06-13
935,Cancelled,176,32,2024-06-13
936,Cancelled,1744,1,2024-06-13
937,Cancelled,1306,23,2024-06-13
938,In Delivery,1878,23,2024-06-13
939,Complete,659,3,2024-06-13
940,In Process,1385,28,2024-06-13
941,Cancelled,653,37,2024-06-13
942,In Delivery,1352,14,2024-06-13
943,Complete,1662,32,2024-06-13
944,Cancelled,147,30,2024-06-13
945,Complete,1214,15,2024-06-13
946,In Process,264,34,2024-06-13
947,In Process,1801,9,2024-06-13
948,In Delivery,738,9,2024-06-13
949,Complete,690,12,2024-06-13
950,In Process,1734,7,2024-06-13
951,In Delivery,1398,5,2024-06-13
952,In Delivery,45,8,2024-06-13
953,In Delivery,1051,3,2024-06-13
954,In Delivery,1344,36,2024-06-13
955,Complete,1810,25,2024-06-13
956,In Process,1029,7,2024-06-13
957,In Process,871,20,2024-06-13
958,In Process,899,12,2024-06-13
959,Complete,295,3,2024-06-13
960,Complete,973,34,2024-06-13
961,Cancelled,1764,7,2024-06-13
962,In Process,633,11,2024-06-13
963,Cancelled,1167,39,2024-06-13
964,Cancelled,1382,30,2024-06-13
965,Cancelled,1895,37,2024-06-13
966,In Process,1088,27,2024-06-13
967,Cancelled,1620,1,2024-06-13
968,Cancelled,927,35,2024-06-13
969,In Delivery,489,18,2024-06-13
970,In Delivery,712,5,2024-06-13
971,Cancelled,647,19,2024-06-13
972,In Process,918,21,2024-06-13
973,In Delivery,736,1,2024-06-13
974,Complete,1903,6,2024-06-13
975,Cancelled,1145,13,2024-06-13
976,Complete,946,20,2024-06-13
977,In Delivery,785,27,2024-06-13
978,Cancelled,783,16,2024-06-13
979,In Process,234,32,2024-06-13
980,In Delivery,388,17,2024-06-13
981,Cancelled,1491,39,2024-06-13
982,Complete,1139,21,2024-06-13
983,Cancelled,493,35,2024-06-13
984,In Process,1452,29,2024-06-13
985,Cancelled,1158,24,2024-06-13
986,In Delivery,1649,4,2024-06-13
987,In Delivery,148,4,2024-06-13
988,Complete,1282,21,2024-06-13
989,Complete,1413,36,2024-06-13
990,Complete,1502,20,2024-06-13
991,Cancelled,1911,18,2024-06-13
992,Complete,791,28,2024-06-13
993,Complete,569,38,2024-06-13
994,Cancelled,1729,22,2024-06-13
995,Complete,1780,12,2024-06-13
996,In Process,390,20,2024-06-13
997,In Delivery,1740,30,2024-06-13
998,In Delivery,1354,36,2024-06-13
999,In Delivery,1266,27,2024-06-13
1000,In Process,1425,1,2024-06-13
1001,Complete,1665,8,2024-06-13
1002,In Process,1764,20,2024-06-13
1003,Cancelled,1981,15,2024-06-13
1004,Complete,1337,16,2024-06-13
1005,Cancelled,569,36,2024-06-13
1006,Cancelled,1659,1,2024-06-13
1007,Complete,1634,7,2024-06-13
1008,In Process,926,34,2024-06-13
1009,Cancelled,1182,18,2024-06-13
1010,In Delivery,1784,5,2024-06-13
1011,Complete,1254,33,2024-06-13
1012,Complete,511,38,2024-06-13
1013,Cancelled,145,40,2024-06-13
1014,Cancelled,947,13,2024-06-13
1015,Cancelled,271,7,2024-06-13
1016,Complete,1047,36,2024-06-13
1017,In Delivery,1679,38,2024-06-13
1018,In Process,1001,8,2024-06-13
1019,In Process,1340,30,2024-06-13
1020,In Process,1001,17,2024-06-13
1021,In Delivery,23,13,2024-06-13
1022,Cancelled,758,14,2024-06-13
1023,Complete,1982,17,2024-06-13
1024,Cancelled,287,25,2024-06-13
1025,Cancelled,842,31,2024-06-13
1026,Cancelled,1758,9,2024-06-13
1027,In Delivery,242,36,2024-06-13
1028,In Process,449,4,2024-06-13
1029,In Process,1297,17,2024-06-13
1030,In Delivery,403,38,2024-06-13
1031,In Delivery,1866,7,2024-06-13
1032,Cancelled,1274,38,2024-06-13
1033,In Delivery,1317,29,2024-06-13
1034,In Process,539,20,2024-06-13
1035,Complete,1198,20,2024-06-13
1036,In Delivery,1777,39,2024-06-13
1037,In Delivery,1726,20,2024-06-13
1038,Cancelled,210,11,2024-06-13
1039,Cancelled,923,16,2024-06-13
1040,Cancelled,1714,20,2024-06-13
1041,Cancelled,304,6,2024-06-13
1042,In Delivery,897,32,2024-06-13
1043,In Delivery,1444,1,2024-06-13
1044,Complete,352,14,2024-06-13
1045,Cancelled,665,27,2024-06-13
1046,In Process,1835,30,2024-06-13
1047,In Delivery,938,21,2024-06-13
1048,In Delivery,982,33,2024-06-13
1049,Complete,1081,25,2024-06-13
1050,Complete,1148,32,2024-06-13
1051,Cancelled,104,21,2024-06-13
1052,Complete,857,12,2024-06-13
1053,Cancelled,64,11,2024-06-13
1054,In Process,162,28,2024-06-13
1055,Complete,120,16,2024-06-13
1056,In Delivery,456,19,2024-06-13
1057,In Delivery,171,38,2024-06-13
1058,Cancelled,1225,13,2024-06-13
1059,Complete,1513,24,2024-06-13
1060,In Process,529,35,2024-06-13
1061,Cancelled,1395,15,2024-06-13
1062,Complete,1394,9,2024-06-13
1063,In Delivery,102,17,2024-06-13
1064,Cancelled,701,11,2024-06-13
1065,Cancelled,248,36,2024-06-13
1066,Cancelled,1410,24,2024-06-13
1067,In Delivery,525,33,2024-06-13
1068,Complete,1912,24,2024-06-13
1069,In Delivery,833,7,2024-06-13
1070,In Delivery,1151,22,2024-06-13
1071,Cancelled,901,24,2024-06-13
1072,Complete,1102,15,2024-06-13
1073,In Delivery,944,39,2024-06-13
1074,Complete,127,7,2024-06-13
1075,In Delivery,266,27,2024-06-13
1076,In Delivery,1168,1,2024-06-13
1077,Complete,278,24,2024-06-13
1078,Cancelled,1387,24,2024-06-13
1079,Cancelled,765,1,2024-06-13
1080,In Delivery,919,4,2024-06-13
1081,In Process,1131,34,2024-06-13
1082,In Delivery,1349,37,2024-06-13
1083,Complete,73,34,2024-06-13
1084,In Process,1631,12,2024-06-13
1085,In Process,334,35,2024-06-13
1086,In Process,405,7,2024-06-13
1087,In Delivery,1158,22,2024-06-13
1088,In Delivery,1210,7,2024-06-13
1089,In Process,1833,21,2024-06-13
1090,In Delivery,637,5,2024-06-13
1091,Complete,469,27,2024-06-13
1092,Complete,275,13,2024-06-13
1093,In Process,379,8,2024-06-13
1094,In Process,1113,32,2024-06-13
1095,In Process,771,13,2024-06-13
1096,Complete,1997,6,2024-06-13
1097,In Process,959,21,2024-06-13
1098,Cancelled,1680,32,2024-06-13
1099,In Delivery,66,22,2024-06-13
1100,Complete,328,17,2024-06-13
1101,In Delivery,687,23,2024-06-13
1102,Complete,1634,21,2024-06-13
1103,In Process,65,8,2024-06-13
1104,Complete,972,17,2024-06-13
1105,Complete,461,35,2024-06-13
1106,Complete,1266,17,2024-06-13
1107,Complete,117,35,2024-06-13
1108,Complete,1074,38,2024-06-13
1109,Cancelled,1780,7,2024-06-13
1110,Complete,1911,7,2024-06-13
1111,In Delivery,1721,3,2024-06-13
1112,In Process,866,39,2024-06-13
1113,In Delivery,106,37,2024-06-13
1114,In Process,1057,11,2024-06-13
1115,Cancelled,1478,7,2024-06-13
1116,Complete,1327,30,2024-06-13
1117,In Delivery,1995,20,2024-06-13
1118,Complete,919,9,2024-06-13
1119,Complete,817,1,2024-06-13
1120,Complete,1156,30,2024-06-13
1121,In Delivery,1730,34,2024-06-13
1122,In Process,1603,27,2024-06-13
1123,Complete,1433,38,2024-06-13
1124,In Delivery,1022,7,2024-06-13
1125,Cancelled,1146,8,2024-06-13
1126,Complete,1366,3,2024-06-13
1127,Cancelled,1013,4,2024-06-13
1128,In Process,1867,5,2024-06-13
1129,Cancelled,1480,23,2024-06-13
1130,In Delivery,782,29,2024-06-13
1131,Cancelled,1348,10,2024-06-13
1132,Cancelled,1567,33,2024-06-13
1133,Cancelled,954,40,2024-06-13
1134,Complete,1355,3,2024-06-13
1135,Complete,537,8,2024-06-13
1136,Cancelled,1870,6,2024-06-13
1137,Cancelled,1465,22,2024-06-13
1138,In Process,1514,23,2024-06-13
1139,Complete,43,10,2024-06-13
1140,In Delivery,212,29,2024-06-13
1141,In Delivery,185,10,2024-06-13
1142,In Process,142,1,2024-06-13
1143,Cancelled,1429,40,2024-06-13
1144,Cancelled,989,39,2024-06-13
1145,In Process,1552,13,2024-06-13
1146,Complete,878,15,2024-06-13
1147,Cancelled,1803,7,2024-06-13
1148,In Process,732,26,2024-06-13
1149,Cancelled,1937,21,2024-06-13
1150,Cancelled,150,2,2024-06-13
1151,In Process,883,20,2024-06-13
1152,Cancelled,197,21,2024-06-13
1153,In Process,1062,21,2024-06-13
1154,In Process,1605,24,2024-06-13
1155,Complete,1258,3,2024-06-13
1156,Cancelled,517,37,2024-06-13
1157,Complete,58,25,2024-06-13
1158,Complete,574,11,2024-06-13
1159,In Process,1234,25,2024-06-13
1160,In Delivery,1355,14,2024-06-13
1161,In Delivery,212,30,2024-06-13
1162,In Delivery,72,9,2024-06-13
1163,In Process,1974,31,2024-06-13
1164,In Process,1284,11,2024-06-13
1165,Complete,1729,7,2024-06-13
1166,Complete,1277,33,2024-06-13
1167,In Process,1519,40,2024-06-13
1168,Cancelled,149,38,2024-06-13
1169,In Process,546,32,2024-06-13
1170,In Delivery,1274,35,2024-06-13
1171,Complete,27,19,2024-06-13
1172,In Delivery,541,27,2024-06-13
1173,In Delivery,1001,2,2024-06-13
1174,Complete,959,13,2024-06-13
1175,Complete,759,15,2024-06-13
1176,Complete,1549,10,2024-06-13
1177,Complete,1876,32,2024-06-13
1178,Cancelled,62,6,2024-06-13
1179,Cancelled,109,39,2024-06-13
1180,In Process,505,9,2024-06-13
1181,Cancelled,1245,13,2024-06-13
1182,Complete,1643,36,2024-06-13
1183,Cancelled,1871,14,2024-06-13
1184,Complete,1476,14,2024-06-13
1185,Cancelled,963,11,2024-06-13
1186,In Process,1582,22,2024-06-13
1187,In Process,1055,13,2024-06-13
1188,Cancelled,474,14,2024-06-13
1189,In Delivery,1220,21,2024-06-13
1190,Cancelled,31,17,2024-06-13
1191,Cancelled,1883,17,2024-06-13
1192,Complete,1860,4,2024-06-13
1193,In Delivery,1042,39,2024-06-13
1194,Cancelled,1766,25,2024-06-13
1195,In Process,1282,21,2024-06-13
1196,In Process,1149,14,2024-06-13
1197,Cancelled,283,2,2024-06-13
1198,In Delivery,216,20,2024-06-13
1199,In Process,1751,7,2024-06-13
1200,Complete,387,9,2024-06-13
1201,Cancelled,1102,40,2024-06-13
1202,Complete,1538,19,2024-06-13
1203,Complete,1425,4,2024-06-13
1204,Complete,1871,10,2024-06-13
1205,In Process,1653,32,2024-06-13
1206,Cancelled,266,22,2024-06-13
1207,Complete,735,25,2024-06-13
1208,In Delivery,965,14,2024-06-13
1209,Cancelled,1793,5,2024-06-13
1210,In Process,1608,30,2024-06-13
1211,In Delivery,1327,38,2024-06-13
1212,In Process,721,30,2024-06-13
1213,In Delivery,483,33,2024-06-13
1214,In Delivery,1651,17,2024-06-13
1215,In Delivery,1344,6,2024-06-13
1216,In Delivery,1760,5,2024-06-13
1217,Cancelled,1701,39,2024-06-13
1218,Cancelled,1004,2,2024-06-13
1219,Cancelled,713,14,2024-06-13
1220,In Delivery,1527,38,2024-06-13
1221,In Delivery,673,10,2024-06-13
1222,In Delivery,1997,33,2024-06-13
1223,Complete,1673,11,2024-06-13
1224,In Delivery,1208,11,2024-06-13
1225,In Process,39,6,2024-06-13
1226,Complete,731,32,2024-06-13
1227,In Process,745,2,2024-06-13
1228,In Process,202,17,2024-06-13
1229,In Process,763,7,2024-06-13
1230,Complete,473,31,2024-06-13
1231,Cancelled,1191,9,2024-06-13
1232,Complete,877,17,2024-06-13
1233,In Process,640,9,2024-06-13
1234,Complete,435,14,2024-06-13
1235,In Process,256,29,2024-06-13
1236,Cancelled,571,26,2024-06-13
1237,In Process,621,1,2024-06-13
1238,In Process,1749,37,2024-06-13
1239,Complete,438,38,2024-06-13
1240,In Process,1518,26,2024-06-13
1241,In Delivery,1387,15,2024-06-13
1242,Cancelled,465,6,2024-06-13
1243,Cancelled,1994,37,2024-06-13
1244,Cancelled,1829,28,2024-06-13
1245,In Process,1087,32,2024-06-13
1246,Cancelled,539,32,2024-06-13
1247,Cancelled,1330,26,2024-06-13
1248,Complete,780,27,2024-06-13
1249,In Delivery,34,11,2024-06-13
1250,In Delivery,1254,27,2024-06-13
1251,Cancelled,446,19,2024-06-13
1252,In Delivery,245,9,2024-06-13
1253,Complete,592,17,2024-06-13
1254,Complete,1540,7,2024-06-13
1255,In Process,1546,32,2024-06-13
1256,Cancelled,1325,23,2024-06-13
1257,Complete,236,9,2024-06-13
1258,In Delivery,1576,29,2024-06-13
1259,In Delivery,985,40,2024-06-13
1260,In Process,1263,39,2024-06-13
1261,In Delivery,741,31,2024-06-13
1262,Cancelled,1592,6,2024-06-13
1263,Complete,291,21,2024-06-13
1264,Cancelled,1337,14,2024-06-13
1265,In Process,1991,20,2024-06-13
1266,In Delivery,388,21,2024-06-13
1267,Cancelled,1360,13,2024-06-13
1268,In Delivery,311,25,2024-06-13
1269,Complete,1860,21,2024-06-13
1270,In Delivery,1154,39,2024-06-13
1271,In Process,432,29,2024-06-13
1272,Complete,1949,5,2024-06-13
1273,In Process,1561,5,2024-06-13
1274,In Delivery,37,39,2024-06-13
1275,In Delivery,863,24,2024-06-13
1276,In Delivery,121,7,2024-06-13
1277,In Delivery,641,12,2024-06-13
1278,Cancelled,1149,24,2024-06-13
1279,In Delivery,194,37,2024-06-13
1280,In Delivery,789,37,2024-06-13
1281,In Delivery,1990,11,2024-06-13
1282,Cancelled,1554,35,2024-06-13
1283,In Delivery,818,28,2024-06-13
1284,Complete,1889,30,2024-06-13
1285,Cancelled,1214,28,2024-06-13
1286,In Process,346,2,2024-06-13
1287,Complete,146,28,2024-06-13
1288,Cancelled,327,11,2024-06-13
1289,Cancelled,1586,14,2024-06-13
1290,Cancelled,485,3,2024-06-13
1291,Cancelled,308,22,2024-06-13
1292,In Process,960,2,2024-06-13
1293,Complete,1809,33,2024-06-13
1294,Cancelled,41,20,2024-06-13
1295,Cancelled,328,28,2024-06-13
1296,Complete,25,24,2024-06-13
1297,In Process,1893,12,2024-06-13
1298,Cancelled,1092,24,2024-06-13
1299,Complete,1275,21,2024-06-13
1300,In Delivery,1538,7,2024-06-13
1301,Cancelled,1763,15,2024-06-13
1302,Complete,1204,8,2024-06-13
1303,In Process,622,14,2024-06-13
1304,Complete,1683,34,2024-06-13
1305,Cancelled,905,31,2024-06-13
1306,In Process,626,14,2024-06-13
1307,Complete,1870,38,2024-06-13
1308,Cancelled,335,21,2024-06-13
1309,In Process,413,10,2024-06-13
1310,Cancelled,1099,3,2024-06-13
1311,Complete,1334,24,2024-06-13
1312,Cancelled,56,30,2024-06-13
1313,Complete,1858,31,2024-06-13
1314,Complete,828,35,2024-06-13
1315,Complete,1864,9,2024-06-13
1316,In Process,1885,30,2024-06-13
1317,In Process,1381,14,2024-06-13
1318,In Delivery,1762,18,2024-06-13
1319,In Delivery,1841,5,2024-06-13
1320,Complete,1979,13,2024-06-13
1321,In Delivery,237,40,2024-06-13
1322,In Process,872,38,2024-06-13
1323,In Process,867,17,2024-06-13
1324,Complete,338,23,2024-06-13
1325,Cancelled,1279,31,2024-06-13
1326,In Process,1463,14,2024-06-13
1327,In Process,313,24,2024-06-13
1328,In Delivery,1165,16,2024-06-13
1329,In Process,1656,5,2024-06-13
1330,Cancelled,496,35,2024-06-13
1331,Cancelled,1417,40,2024-06-13
1332,In Delivery,1139,23,2024-06-13
1333,Complete,739,27,2024-06-13
1334,In Delivery,540,1,2024-06-13
1335,In Delivery,178,21,2024-06-13
1336,In Delivery,528,21,2024-06-13
1337,Cancelled,1228,36,2024-06-13
1338,In Process,243,28,2024-06-13
1339,Cancelled,1049,8,2024-06-13
1340,Cancelled,237,38,2024-06-13
1341,Complete,100,35,2024-06-13
1342,In Delivery,1437,5,2024-06-13
1343,In Delivery,1126,30,2024-06-13
1344,In Process,155,20,2024-06-13
1345,Complete,1022,34,2024-06-13
1346,In Process,56,24,2024-06-13
1347,Cancelled,1349,9,2024-06-13
1348,Cancelled,1142,23,2024-06-13
1349,In Delivery,1671,9,2024-06-13
1350,Complete,1499,40,2024-06-13
1351,In Delivery,535,27,2024-06-13
1352,In Delivery,145,15,2024-06-13
1353,In Process,690,9,2024-06-13
1354,Cancelled,686,1,2024-06-13
1355,In Process,1105,10,2024-06-13
1356,In Process,1856,11,2024-06-13
1357,In Delivery,641,36,2024-06-13
1358,In Delivery,1438,9,2024-06-13
1359,Complete,1763,16,2024-06-13
1360,Cancelled,876,32,2024-06-13
1361,In Process,1737,16,2024-06-13
1362,In Process,1860,30,2024-06-13
1363,In Delivery,339,8,2024-06-13
1364,In Delivery,1306,12,2024-06-13
1365,Complete,703,39,2024-06-13
1366,In Process,603,4,2024-06-13
1367,Cancelled,117,2,2024-06-13
1368,In Process,1454,20,2024-06-13
1369,In Process,333,23,2024-06-13
1370,Cancelled,403,18,2024-06-13
1371,In Process,164,26,2024-06-13
1372,In Delivery,378,31,2024-06-13
1373,Cancelled,148,28,2024-06-13
1374,Complete,1267,12,2024-06-13
1375,In Process,864,6,2024-06-13
1376,In Process,1746,18,2024-06-13
1377,Complete,42,37,2024-06-13
1378,Complete,1609,10,2024-06-13
1379,Complete,1353,22,2024-06-13
1380,Cancelled,1935,3,2024-06-13
1381,In Process,198,34,2024-06-13
1382,Cancelled,563,6,2024-06-13
1383,In Delivery,1644,8,2024-06-13
1384,Complete,1669,14,2024-06-13
1385,Complete,1120,30,2024-06-13
1386,In Process,1641,38,2024-06-13
1387,In Delivery,18,40,2024-06-13
1388,In Process,934,18,2024-06-13
1389,In Delivery,1409,32,2024-06-13
1390,In Delivery,1067,33,2024-06-13
1391,In Delivery,640,17,2024-06-13
1392,Complete,125,31,2024-06-13
1393,Cancelled,1853,40,2024-06-13
1394,In Process,1913,25,2024-06-13
1395,In Process,1733,8,2024-06-13
1396,In Delivery,981,4,2024-06-13
1397,Cancelled,1208,1,2024-06-13
1398,In Delivery,44,31,2024-06-13
1399,Cancelled,348,15,2024-06-13
1400,Cancelled,322,20,2024-06-13
1401,In Delivery,45,10,2024-06-13
1402,Complete,48,23,2024-06-13
1403,In Process,406,35,2024-06-13
1404,Cancelled,1127,29,2024-06-13
1405,Complete,1523,34,2024-06-13
1406,In Process,279,25,2024-06-13
1407,Cancelled,678,18,2024-06-13
1408,In Delivery,786,28,2024-06-13
1409,In Process,569,17,2024-06-13
1410,In Delivery,779,35,2024-06-13
1411,Cancelled,746,1,2024-06-13
1412,In Delivery,1323,29,2024-06-13
1413,In Process,1216,40,2024-06-13
1414,In Delivery,1830,28,2024-06-13
1415,Cancelled,639,37,2024-06-13
1416,Complete,1615,15,2024-06-13
1417,Cancelled,740,37,2024-06-13
1418,In Delivery,1935,6,2024-06-13
1419,Complete,448,22,2024-06-13
1420,Complete,1932,27,2024-06-13
1421,Complete,1454,34,2024-06-13
1422,Complete,1078,30,2024-06-13
1423,In Process,1699,19,2024-06-13
1424,Complete,545,32,2024-06-13
1425,In Delivery,1838,30,2024-06-13
1426,Complete,629,35,2024-06-13
1427,Complete,1608,26,2024-06-13
1428,In Delivery,310,14,2024-06-13
1429,Cancelled,1392,38,2024-06-13
1430,Complete,1919,21,2024-06-13
1431,Cancelled,223,16,2024-06-13
1432,In Process,902,7,2024-06-13
1433,In Process,1647,13,2024-06-13
1434,Cancelled,563,32,2024-06-13
1435,In Delivery,38,11,2024-06-13
1436,Complete,811,37,2024-06-13
1437,Complete,1107,37,2024-06-13
1438,Cancelled,54,21,2024-06-13
1439,Cancelled,287,7,2024-06-13
1440,Complete,1223,27,2024-06-13
1441,In Delivery,775,25,2024-06-13
1442,In Delivery,1989,28,2024-06-13
1443,In Delivery,1250,29,2024-06-13
1444,Cancelled,1013,22,2024-06-13
1445,In Process,1234,19,2024-06-13
1446,In Process,1450,28,2024-06-13
1447,In Process,1219,16,2024-06-13
1448,Complete,321,11,2024-06-13
1449,In Delivery,1742,13,2024-06-13
1450,Cancelled,925,1,2024-06-13
1451,In Delivery,241,33,2024-06-13
1452,In Delivery,548,5,2024-06-13
1453,In Process,461,36,2024-06-13
1454,In Delivery,1715,13,2024-06-13
1455,In Process,1491,29,2024-06-13
1456,Cancelled,386,7,2024-06-13
1457,In Delivery,1557,38,2024-06-13
1458,Complete,327,11,2024-06-13
1459,Cancelled,350,1,2024-06-13
1460,In Delivery,713,21,2024-06-13
1461,In Delivery,1992,3,2024-06-13
1462,In Delivery,1491,31,2024-06-13
1463,Cancelled,150,39,2024-06-13
1464,Complete,1833,8,2024-06-13
1465,Complete,245,15,2024-06-13
1466,Cancelled,95,26,2024-06-13
1467,Complete,484,1,2024-06-13
1468,Cancelled,1830,5,2024-06-13
1469,In Delivery,137,30,2024-06-13
1470,Complete,1315,21,2024-06-13
1471,Cancelled,693,8,2024-06-13
1472,In Process,258,17,2024-06-13
1473,In Delivery,699,20,2024-06-13
1474,In Process,1165,30,2024-06-13
1475,In Process,152,18,2024-06-13
1476,Cancelled,921,12,2024-06-13
1477,Cancelled,1286,13,2024-06-13
1478,Complete,324,16,2024-06-13
1479,In Process,1381,37,2024-06-13
1480,Complete,573,6,2024-06-13
1481,In Process,1499,14,2024-06-13
1482,Complete,704,5,2024-06-13
