CustomerKey,ProductKey,DeliveryKey,OrderDateKey,DeliveryDateKey,OrderID,OrderStatus,OrderDate,CancelledDate,Units,Profit,Version
4,175,285,20241230,,571,In Delivery,2024-12-30 00:00:00,,8,13.6,4338
4,366,285,20241230,,571,In Delivery,2024-12-30 00:00:00,,2,28.34,4338
58,27,286,20241227,,572,In Delivery,2024-12-27 00:00:00,,6,89.700000000000003,4339
58,180,286,20241227,,572,In Delivery,2024-12-27 00:00:00,,2,14.66,4339
58,428,286,20241227,,572,In Delivery,2024-12-27 00:00:00,,6,23.82,4339
33,277,,20241007,,573,In Process,2024-10-07 00:00:00,,3,41.82,4340
33,340,,20241007,,573,In Process,2024-10-07 00:00:00,,5,59.200000000000003,4340
33,456,,20241007,,573,In Process,2024-10-07 00:00:00,,5,85.5,4340
88,94,,20230128,,574,Cancelled,2023-01-28 00:00:00,2023-08-26 00:00:00,3,38.700000000000003,4341
88,191,,20230128,,574,Cancelled,2023-01-28 00:00:00,2023-08-26 00:00:00,6,33.359999999999999,4341
88,249,,20230128,,574,Cancelled,2023-01-28 00:00:00,2023-08-26 00:00:00,10,140.69999999999999,4341
88,442,,20230128,,574,Cancelled,2023-01-28 00:00:00,2023-08-26 00:00:00,10,81.599999999999994,4341
87,63,287,20241128,,575,In Delivery,2024-11-28 00:00:00,,8,40.159999999999997,4342
87,140,287,20241128,,575,In Delivery,2024-11-28 00:00:00,,8,67.120000000000005,4342
87,179,287,20241128,,575,In Delivery,2024-11-28 00:00:00,,9,44.189999999999998,4342
87,213,287,20241128,,575,In Delivery,2024-11-28 00:00:00,,10,46.799999999999997,4342
87,355,287,20241128,,575,In Delivery,2024-11-28 00:00:00,,3,3.6299999999999999,4342
57,236,288,20241206,,576,In Delivery,2024-12-06 00:00:00,,1,15,4343
57,346,288,20241206,,576,In Delivery,2024-12-06 00:00:00,,10,174.69999999999999,4343
57,418,288,20241206,,576,In Delivery,2024-12-06 00:00:00,,3,46.439999999999998,4343
41,33,289,20241104,,577,In Delivery,2024-11-04 00:00:00,,6,84.239999999999995,4344
41,82,289,20241104,,577,In Delivery,2024-11-04 00:00:00,,7,27.859999999999999,4344
41,176,289,20241104,,577,In Delivery,2024-11-04 00:00:00,,6,84.239999999999995,4344
41,464,289,20241104,,577,In Delivery,2024-11-04 00:00:00,,1,2.3300000000000001,4344
86,117,,20240705,,578,Cancelled,2024-07-05 00:00:00,2024-10-11 00:00:00,7,94.290000000000006,4345
86,339,,20240705,,578,Cancelled,2024-07-05 00:00:00,2024-10-11 00:00:00,4,75.599999999999994,4345
86,346,,20240705,,578,Cancelled,2024-07-05 00:00:00,2024-10-11 00:00:00,3,52.409999999999997,4345
57,75,290,20240120,20250109,579,Complete,2024-01-20 00:00:00,,3,3.8999999999999999,4346
57,101,290,20240120,20250109,579,Complete,2024-01-20 00:00:00,,3,25.260000000000002,4346
85,126,291,20230502,20241231,580,Complete,2023-05-02 00:00:00,,6,13.5,4347
85,184,291,20230502,20241231,580,Complete,2023-05-02 00:00:00,,2,39.420000000000002,4347
85,243,291,20230502,20241231,580,Complete,2023-05-02 00:00:00,,9,91.620000000000005,4347
85,340,291,20230502,20241231,580,Complete,2023-05-02 00:00:00,,7,82.879999999999995,4347
85,424,291,20230502,20241231,580,Complete,2023-05-02 00:00:00,,6,44.939999999999998,4347
36,9,292,20240811,20241215,581,Complete,2024-08-11 00:00:00,,8,98.560000000000002,4348
36,124,292,20240811,20241215,581,Complete,2024-08-11 00:00:00,,3,36.810000000000002,4348
36,150,292,20240811,20241215,581,Complete,2024-08-11 00:00:00,,6,46.200000000000003,4348
8,34,293,20230227,20240929,582,Complete,2023-02-27 00:00:00,,2,25.82,4349
8,238,293,20230227,20240929,582,Complete,2023-02-27 00:00:00,,1,10.59,4349
8,356,293,20230227,20240929,582,Complete,2023-02-27 00:00:00,,9,68.489999999999995,4349
8,376,293,20230227,20240929,582,Complete,2023-02-27 00:00:00,,8,98,4349
8,446,293,20230227,20240929,582,Complete,2023-02-27 00:00:00,,3,52.590000000000003,4349
44,95,,20241123,,583,In Process,2024-11-23 00:00:00,,5,67.5,4350
44,101,,20241123,,583,In Process,2024-11-23 00:00:00,,3,25.260000000000002,4350
44,169,,20241123,,583,In Process,2024-11-23 00:00:00,,2,9.6199999999999992,4350
44,211,,20241123,,583,In Process,2024-11-23 00:00:00,,10,113.7,4350
44,327,,20241123,,583,In Process,2024-11-23 00:00:00,,6,110.81999999999999,4350
83,76,,20241011,,584,In Process,2024-10-11 00:00:00,,1,4.8899999999999997,4351
83,283,,20241011,,584,In Process,2024-10-11 00:00:00,,6,57.780000000000001,4351
83,457,,20241011,,584,In Process,2024-10-11 00:00:00,,7,33.670000000000002,4351
41,103,,20241126,,585,Cancelled,2024-11-26 00:00:00,2024-11-26 00:00:00,6,44.219999999999999,4353
41,191,,20241126,,585,Cancelled,2024-11-26 00:00:00,2024-11-26 00:00:00,5,27.800000000000001,4353
41,290,,20241126,,585,Cancelled,2024-11-26 00:00:00,2024-11-26 00:00:00,1,8.9800000000000004,4353
41,315,,20241126,,585,Cancelled,2024-11-26 00:00:00,2024-11-26 00:00:00,5,15.6,4353
41,477,,20241126,,585,Cancelled,2024-11-26 00:00:00,2024-11-26 00:00:00,9,56.340000000000003,4353
87,61,,20241124,,586,In Process,2024-11-24 00:00:00,,7,107.03,4354
87,132,,20241124,,586,In Process,2024-11-24 00:00:00,,7,92.049999999999997,4354
87,234,,20241124,,586,In Process,2024-11-24 00:00:00,,6,99.299999999999997,4354
87,368,,20241124,,586,In Process,2024-11-24 00:00:00,,7,91.420000000000002,4354
49,152,294,20230630,20240317,587,Complete,2023-06-30 00:00:00,,4,51.920000000000002,4355
49,301,294,20230630,20240317,587,Complete,2023-06-30 00:00:00,,1,13.970000000000001,4355
99,76,295,20241216,,588,In Delivery,2024-12-16 00:00:00,,7,34.229999999999997,4356
99,80,295,20241216,,588,In Delivery,2024-12-16 00:00:00,,1,7.6399999999999997,4356
8,16,,20231111,,589,Cancelled,2023-11-11 00:00:00,2024-09-15 00:00:00,8,53.200000000000003,4357
8,379,,20231111,,589,Cancelled,2023-11-11 00:00:00,2024-09-15 00:00:00,2,30.559999999999999,4357
8,383,,20231111,,589,Cancelled,2023-11-11 00:00:00,2024-09-15 00:00:00,9,101.79000000000001,4357
75,61,296,20241231,,590,In Delivery,2024-12-31 00:00:00,,8,122.31999999999999,4358
75,93,296,20241231,,590,In Delivery,2024-12-31 00:00:00,,3,24.300000000000001,4358
75,250,296,20241231,,590,In Delivery,2024-12-31 00:00:00,,9,18.629999999999999,4358
75,492,296,20241231,,590,In Delivery,2024-12-31 00:00:00,,3,50.219999999999999,4358
76,125,297,20241124,,591,In Delivery,2024-11-24 00:00:00,,10,102.5,4359
76,221,297,20241124,,591,In Delivery,2024-11-24 00:00:00,,10,70.599999999999994,4359
76,402,297,20241124,,591,In Delivery,2024-11-24 00:00:00,,7,130.41,4359
35,125,298,20230506,20230614,592,Complete,2023-05-06 00:00:00,,2,20.5,4360
69,207,,20230923,,593,Cancelled,2023-09-23 00:00:00,2023-11-22 00:00:00,4,38.159999999999997,4361
69,212,,20230923,,593,Cancelled,2023-09-23 00:00:00,2023-11-22 00:00:00,2,24.800000000000001,4361
69,213,,20230923,,593,Cancelled,2023-09-23 00:00:00,2023-11-22 00:00:00,3,14.039999999999999,4361
69,333,,20230923,,593,Cancelled,2023-09-23 00:00:00,2023-11-22 00:00:00,4,36.960000000000001,4361
69,372,,20230923,,593,Cancelled,2023-09-23 00:00:00,2023-11-22 00:00:00,5,27.800000000000001,4361
57,40,,20241118,,594,In Process,2024-11-18 00:00:00,,6,117.3,4362
77,4,,20241123,,595,In Process,2024-11-23 00:00:00,,7,128.94,4363
45,416,,20240913,,596,Cancelled,2024-09-13 00:00:00,2024-10-24 00:00:00,8,108.16,4364
67,425,299,20231120,20240106,597,Complete,2023-11-20 00:00:00,,7,44.100000000000001,4365
67,476,299,20231120,20240106,597,Complete,2023-11-20 00:00:00,,8,116.8,4365
48,100,,20230826,,598,Cancelled,2023-08-26 00:00:00,2023-12-16 00:00:00,5,27.600000000000001,4366
86,458,,20230619,,599,Cancelled,2023-06-19 00:00:00,2024-01-09 00:00:00,6,39.780000000000001,4367
70,87,,20240726,,600,Cancelled,2024-07-26 00:00:00,2024-10-11 00:00:00,2,7.7400000000000002,4368
70,449,,20240726,,600,Cancelled,2024-07-26 00:00:00,2024-10-11 00:00:00,8,84.879999999999995,4368
32,38,300,20240302,20241225,601,Complete,2024-03-02 00:00:00,,4,71.079999999999998,4369
32,278,300,20240302,20241225,601,Complete,2024-03-02 00:00:00,,10,141.80000000000001,4369
77,143,,20241024,,602,In Process,2024-10-24 00:00:00,,7,83.650000000000006,4370
77,380,,20241024,,602,In Process,2024-10-24 00:00:00,,7,32.549999999999997,4370
77,416,,20241024,,602,In Process,2024-10-24 00:00:00,,1,13.52,4370
77,468,,20241024,,602,In Process,2024-10-24 00:00:00,,9,132.93000000000001,4370
97,76,301,20241229,,603,In Delivery,2024-12-29 00:00:00,,2,9.7799999999999994,4371
97,433,301,20241229,,603,In Delivery,2024-12-29 00:00:00,,6,13.800000000000001,4371
83,167,302,20230323,20240127,604,Complete,2023-03-23 00:00:00,,4,18.800000000000001,4372
85,446,303,20241223,,605,In Delivery,2024-12-23 00:00:00,,4,70.120000000000005,4373
85,489,303,20241223,,605,In Delivery,2024-12-23 00:00:00,,5,59.649999999999999,4373
100,184,,20241028,,606,In Process,2024-10-28 00:00:00,,3,59.130000000000003,4374
53,47,,20230111,,607,Cancelled,2023-01-11 00:00:00,2023-09-24 00:00:00,2,25.100000000000001,4375
53,70,,20230111,,607,Cancelled,2023-01-11 00:00:00,2023-09-24 00:00:00,5,68,4375
53,146,,20230111,,607,Cancelled,2023-01-11 00:00:00,2023-09-24 00:00:00,8,32.560000000000002,4375
53,328,,20230111,,607,Cancelled,2023-01-11 00:00:00,2023-09-24 00:00:00,3,37.829999999999998,4375
53,486,,20230111,,607,Cancelled,2023-01-11 00:00:00,2023-09-24 00:00:00,8,113.12,4375
28,66,,20241010,,608,In Process,2024-10-10 00:00:00,,4,41.359999999999999,4376
28,295,,20241010,,608,In Process,2024-10-10 00:00:00,,4,58.920000000000002,4376
28,431,,20241010,,608,In Process,2024-10-10 00:00:00,,8,77.680000000000007,4376
58,31,,20240717,,609,Cancelled,2024-07-17 00:00:00,2024-12-21 00:00:00,2,28.66,4377
58,82,,20240717,,609,Cancelled,2024-07-17 00:00:00,2024-12-21 00:00:00,2,7.96,4377
58,201,,20240717,,609,Cancelled,2024-07-17 00:00:00,2024-12-21 00:00:00,5,51.299999999999997,4377
58,276,,20240717,,609,Cancelled,2024-07-17 00:00:00,2024-12-21 00:00:00,4,28.079999999999998,4377
58,348,,20240717,,609,Cancelled,2024-07-17 00:00:00,2024-12-21 00:00:00,10,86.900000000000006,4377
78,25,,20241013,,610,In Process,2024-10-13 00:00:00,,3,33.810000000000002,4378
78,102,,20241013,,610,In Process,2024-10-13 00:00:00,,6,75.659999999999997,4378
78,351,,20241013,,610,In Process,2024-10-13 00:00:00,,1,15.81,4378
78,393,,20241013,,610,In Process,2024-10-13 00:00:00,,10,117.5,4378
14,32,304,20240831,20240926,611,Complete,2024-08-31 00:00:00,,9,174.78,4379
14,52,304,20240831,20240926,611,Complete,2024-08-31 00:00:00,,4,34.119999999999997,4379
14,56,304,20240831,20240926,611,Complete,2024-08-31 00:00:00,,10,17.100000000000001,4379
14,448,304,20240831,20240926,611,Complete,2024-08-31 00:00:00,,5,37.350000000000001,4379
14,497,304,20240831,20240926,611,Complete,2024-08-31 00:00:00,,8,140.08000000000001,4379
31,34,,20241130,,612,In Process,2024-11-30 00:00:00,,1,12.91,4380
31,79,,20241130,,612,In Process,2024-11-30 00:00:00,,7,26.809999999999999,4380
31,193,,20241130,,612,In Process,2024-11-30 00:00:00,,8,35.920000000000002,4380
38,359,305,20241105,,613,In Delivery,2024-11-05 00:00:00,,2,30.18,4381
11,55,,20230730,,614,Cancelled,2023-07-30 00:00:00,2024-09-29 00:00:00,9,87.930000000000007,4382
11,112,,20230730,,614,Cancelled,2023-07-30 00:00:00,2024-09-29 00:00:00,9,145.97999999999999,4382
11,360,,20230730,,614,Cancelled,2023-07-30 00:00:00,2024-09-29 00:00:00,8,78.400000000000006,4382
11,391,,20230730,,614,Cancelled,2023-07-30 00:00:00,2024-09-29 00:00:00,5,94.549999999999997,4382
11,484,,20230730,,614,Cancelled,2023-07-30 00:00:00,2024-09-29 00:00:00,10,169.90000000000001,4382
16,132,306,20240126,20241221,615,Complete,2024-01-26 00:00:00,,6,78.900000000000006,4383
16,183,306,20240126,20241221,615,Complete,2024-01-26 00:00:00,,7,87.219999999999999,4383
16,330,306,20240126,20241221,615,Complete,2024-01-26 00:00:00,,10,31.899999999999999,4383
16,392,306,20240126,20241221,615,Complete,2024-01-26 00:00:00,,8,10.4,4383
16,439,306,20240126,20241221,615,Complete,2024-01-26 00:00:00,,10,38.200000000000003,4383
42,25,307,20230724,20240325,616,Complete,2023-07-24 00:00:00,,7,78.890000000000001,4384
42,49,307,20230724,20240325,616,Complete,2023-07-24 00:00:00,,6,91.200000000000003,4384
42,122,307,20230724,20240325,616,Complete,2023-07-24 00:00:00,,9,162.72,4384
85,100,308,20241124,,617,In Delivery,2024-11-24 00:00:00,,2,11.039999999999999,4385
85,153,308,20241124,,617,In Delivery,2024-11-24 00:00:00,,7,94.989999999999995,4385
85,209,308,20241124,,617,In Delivery,2024-11-24 00:00:00,,1,2.5800000000000001,4385
85,215,308,20241124,,617,In Delivery,2024-11-24 00:00:00,,4,60.240000000000002,4385
66,100,,20241015,,618,In Process,2024-10-15 00:00:00,,8,44.159999999999997,4386
66,171,,20241015,,618,In Process,2024-10-15 00:00:00,,6,91.140000000000001,4386
66,222,,20241015,,618,In Process,2024-10-15 00:00:00,,3,43.799999999999997,4386
66,326,,20241015,,618,In Process,2024-10-15 00:00:00,,1,2.3799999999999999,4386
66,492,,20241015,,618,In Process,2024-10-15 00:00:00,,9,150.66,4386
69,212,309,20241223,,619,In Delivery,2024-12-23 00:00:00,,3,37.200000000000003,4387
69,304,309,20241223,,619,In Delivery,2024-12-23 00:00:00,,5,12.550000000000001,4387
54,61,310,20241104,,620,In Delivery,2024-11-04 00:00:00,,7,107.03,4388
54,135,310,20241104,,620,In Delivery,2024-11-04 00:00:00,,4,25.039999999999999,4388
54,206,310,20241104,,620,In Delivery,2024-11-04 00:00:00,,2,20.739999999999998,4388
54,490,310,20241104,,620,In Delivery,2024-11-04 00:00:00,,9,104.31,4388
54,497,310,20241104,,620,In Delivery,2024-11-04 00:00:00,,2,35.020000000000003,4388
99,308,311,20240918,20241129,621,Complete,2024-09-18 00:00:00,,5,84.950000000000003,4389
99,343,311,20240918,20241129,621,Complete,2024-09-18 00:00:00,,9,163.44,4389
99,349,311,20240918,20241129,621,Complete,2024-09-18 00:00:00,,10,177.80000000000001,4389
22,46,,20231018,,622,Cancelled,2023-10-18 00:00:00,2024-07-03 00:00:00,9,9.6300000000000008,4390
22,112,,20231018,,622,Cancelled,2023-10-18 00:00:00,2024-07-03 00:00:00,2,32.439999999999998,4390
67,95,,20241025,,623,In Process,2024-10-25 00:00:00,,5,67.5,4391
67,141,,20241025,,623,In Process,2024-10-25 00:00:00,,10,145.90000000000001,4391
67,203,,20241025,,623,In Process,2024-10-25 00:00:00,,10,180.09999999999999,4391
18,108,312,20240413,20240721,624,Complete,2024-04-13 00:00:00,,8,132.47999999999999,4392
18,232,312,20240413,20240721,624,Complete,2024-04-13 00:00:00,,8,53.200000000000003,4392
18,305,312,20240413,20240721,624,Complete,2024-04-13 00:00:00,,6,40.259999999999998,4392
93,51,313,20241110,,625,In Delivery,2024-11-10 00:00:00,,10,106.09999999999999,4393
93,136,313,20241110,,625,In Delivery,2024-11-10 00:00:00,,7,57.469999999999999,4393
93,164,313,20241110,,625,In Delivery,2024-11-10 00:00:00,,3,6.8099999999999996,4393
93,303,313,20241110,,625,In Delivery,2024-11-10 00:00:00,,2,38.82,4393
47,48,,20241016,,626,In Process,2024-10-16 00:00:00,,5,73.950000000000003,4394
47,170,,20241016,,626,In Process,2024-10-16 00:00:00,,6,63.359999999999999,4394
47,448,,20241016,,626,In Process,2024-10-16 00:00:00,,6,44.82,4394
69,35,314,20231215,20240314,627,Complete,2023-12-15 00:00:00,,10,46.899999999999999,4395
69,314,314,20231215,20240314,627,Complete,2023-12-15 00:00:00,,2,25.300000000000001,4395
69,374,314,20231215,20240314,627,Complete,2023-12-15 00:00:00,,10,169.59999999999999,4395
69,396,314,20231215,20240314,627,Complete,2023-12-15 00:00:00,,1,12.83,4395
69,483,314,20231215,20240314,627,Complete,2023-12-15 00:00:00,,7,33.600000000000001,4395
90,372,,20241026,,628,In Process,2024-10-26 00:00:00,,5,27.800000000000001,4396
90,428,,20241026,,628,In Process,2024-10-26 00:00:00,,8,31.760000000000002,4396
37,221,,20231218,,629,Cancelled,2023-12-18 00:00:00,2024-03-01 00:00:00,6,42.359999999999999,4397
37,230,,20231218,,629,Cancelled,2023-12-18 00:00:00,2024-03-01 00:00:00,1,5.4000000000000004,4397
37,321,,20231218,,629,Cancelled,2023-12-18 00:00:00,2024-03-01 00:00:00,1,14.5,4397
37,35,315,20231222,20240912,630,Complete,2023-12-22 00:00:00,,10,46.899999999999999,4398
37,104,315,20231222,20240912,630,Complete,2023-12-22 00:00:00,,1,17.75,4398
37,161,315,20231222,20240912,630,Complete,2023-12-22 00:00:00,,5,62.25,4398
37,228,315,20231222,20240912,630,Complete,2023-12-22 00:00:00,,5,25.399999999999999,4398
37,428,315,20231222,20240912,630,Complete,2023-12-22 00:00:00,,10,39.700000000000003,4398
78,182,,20240104,,631,Cancelled,2024-01-04 00:00:00,2024-05-23 00:00:00,4,40.600000000000001,4399
77,16,,20230127,,632,Cancelled,2023-01-27 00:00:00,2023-02-19 00:00:00,4,26.600000000000001,4400
77,29,,20230127,,632,Cancelled,2023-01-27 00:00:00,2023-02-19 00:00:00,4,73.159999999999997,4400
77,55,,20230127,,632,Cancelled,2023-01-27 00:00:00,2023-02-19 00:00:00,5,48.850000000000001,4400
77,124,,20230127,,632,Cancelled,2023-01-27 00:00:00,2023-02-19 00:00:00,3,36.810000000000002,4400
77,243,,20230127,,632,Cancelled,2023-01-27 00:00:00,2023-02-19 00:00:00,7,71.260000000000005,4400
19,130,316,20231222,20240501,633,Complete,2023-12-22 00:00:00,,2,18.199999999999999,4401
19,285,316,20231222,20240501,633,Complete,2023-12-22 00:00:00,,7,129.00999999999999,4401
19,392,316,20231222,20240501,633,Complete,2023-12-22 00:00:00,,3,3.8999999999999999,4401
26,391,,20240114,,634,Cancelled,2024-01-14 00:00:00,2024-06-11 00:00:00,2,37.82,4402
26,431,,20240114,,634,Cancelled,2024-01-14 00:00:00,2024-06-11 00:00:00,5,48.549999999999997,4402
26,473,,20240114,,634,Cancelled,2024-01-14 00:00:00,2024-06-11 00:00:00,3,35.009999999999998,4402
62,48,,20230818,,635,Cancelled,2023-08-18 00:00:00,2024-09-21 00:00:00,2,29.579999999999998,4403
62,181,,20230818,,635,Cancelled,2023-08-18 00:00:00,2024-09-21 00:00:00,3,34.020000000000003,4403
62,432,,20230818,,635,Cancelled,2023-08-18 00:00:00,2024-09-21 00:00:00,3,55.380000000000003,4403
5,454,,20231115,,636,Cancelled,2023-11-15 00:00:00,2024-05-16 00:00:00,10,32.600000000000001,4404
11,302,317,20231125,20240424,637,Complete,2023-11-25 00:00:00,,4,44.840000000000003,4405
22,23,,20241105,,638,In Process,2024-11-05 00:00:00,,2,5.9199999999999999,4406
22,54,,20241105,,638,In Process,2024-11-05 00:00:00,,4,41.640000000000001,4406
22,381,,20241105,,638,In Process,2024-11-05 00:00:00,,2,21.18,4406
22,395,,20241105,,638,In Process,2024-11-05 00:00:00,,1,14.31,4406
22,486,,20241105,,638,In Process,2024-11-05 00:00:00,,2,28.280000000000001,4406
95,132,318,20241114,,639,In Delivery,2024-11-14 00:00:00,,10,131.5,4407
95,209,318,20241114,,639,In Delivery,2024-11-14 00:00:00,,8,20.640000000000001,4407
95,269,318,20241114,,639,In Delivery,2024-11-14 00:00:00,,1,10.859999999999999,4407
95,317,318,20241114,,639,In Delivery,2024-11-14 00:00:00,,2,5.7000000000000002,4407
95,338,318,20241114,,639,In Delivery,2024-11-14 00:00:00,,8,47.520000000000003,4407
57,110,319,20240515,20240709,640,Complete,2024-05-15 00:00:00,,5,64.599999999999994,4408
57,139,319,20240515,20240709,640,Complete,2024-05-15 00:00:00,,5,9.5500000000000007,4408
57,179,319,20240515,20240709,640,Complete,2024-05-15 00:00:00,,7,34.369999999999997,4408
57,220,319,20240515,20240709,640,Complete,2024-05-15 00:00:00,,9,123.39,4408
42,257,320,20241224,,641,In Delivery,2024-12-24 00:00:00,,2,32.039999999999999,4409
42,347,320,20241224,,641,In Delivery,2024-12-24 00:00:00,,10,40.5,4409
42,364,320,20241224,,641,In Delivery,2024-12-24 00:00:00,,1,1.71,4409
80,83,321,20240708,20240912,642,Complete,2024-07-08 00:00:00,,2,19.32,4410
80,275,321,20240708,20240912,642,Complete,2024-07-08 00:00:00,,4,72.920000000000002,4410
80,358,321,20240708,20240912,642,Complete,2024-07-08 00:00:00,,9,15.119999999999999,4410
45,393,,20241104,,643,In Process,2024-11-04 00:00:00,,1,11.75,4411
10,37,,20241004,,644,In Process,2024-10-04 00:00:00,,7,90.159999999999997,4412
10,98,,20241004,,644,In Process,2024-10-04 00:00:00,,3,43.140000000000001,4412
10,108,,20241004,,644,In Process,2024-10-04 00:00:00,,5,82.799999999999997,4412
11,1,322,20241123,,645,In Delivery,2024-11-23 00:00:00,,4,21.68,4413
11,373,322,20241123,,645,In Delivery,2024-11-23 00:00:00,,7,111.86,4413
11,394,322,20241123,,645,In Delivery,2024-11-23 00:00:00,,9,69.480000000000004,4413
11,413,322,20241123,,645,In Delivery,2024-11-23 00:00:00,,6,108.84,4413
11,450,322,20241123,,645,In Delivery,2024-11-23 00:00:00,,2,3.8599999999999999,4413
80,5,,20241218,,646,Cancelled,2024-12-18 00:00:00,2024-12-25 00:00:00,2,38.520000000000003,4414
80,168,,20241218,,646,Cancelled,2024-12-18 00:00:00,2024-12-25 00:00:00,2,33.600000000000001,4414
80,181,,20241218,,646,Cancelled,2024-12-18 00:00:00,2024-12-25 00:00:00,8,90.719999999999999,4414
80,359,,20241218,,646,Cancelled,2024-12-18 00:00:00,2024-12-25 00:00:00,6,90.540000000000006,4414
17,352,,20240527,,647,Cancelled,2024-05-27 00:00:00,2024-10-15 00:00:00,2,36.68,4415
28,371,,20241111,,648,In Process,2024-11-11 00:00:00,,3,13.41,4416
28,490,,20241111,,648,In Process,2024-11-11 00:00:00,,2,23.18,4416
3,171,323,20231221,20240521,649,Complete,2023-12-21 00:00:00,,7,106.33,4417
3,436,323,20231221,20240521,649,Complete,2023-12-21 00:00:00,,9,12.15,4417
89,146,324,20241117,,650,In Delivery,2024-11-17 00:00:00,,4,16.280000000000001,4418
89,176,324,20241117,,650,In Delivery,2024-11-17 00:00:00,,5,70.200000000000003,4418
92,40,,20241113,,651,In Process,2024-11-13 00:00:00,,7,136.84999999999999,4419
92,65,,20241113,,651,In Process,2024-11-13 00:00:00,,1,11.9,4419
92,369,,20241113,,651,In Process,2024-11-13 00:00:00,,10,51.5,4419
92,445,,20241113,,651,In Process,2024-11-13 00:00:00,,10,158.90000000000001,4419
54,97,325,20241130,,652,In Delivery,2024-11-30 00:00:00,,2,11.48,4420
54,276,325,20241130,,652,In Delivery,2024-11-30 00:00:00,,2,14.039999999999999,4420
54,384,325,20241130,,652,In Delivery,2024-11-30 00:00:00,,6,37.5,4420
54,408,325,20241130,,652,In Delivery,2024-11-30 00:00:00,,8,82.799999999999997,4420
54,418,325,20241130,,652,In Delivery,2024-11-30 00:00:00,,3,46.439999999999998,4420
19,116,326,20230331,20230729,653,Complete,2023-03-31 00:00:00,,3,39.149999999999999,4421
19,260,326,20230331,20230729,653,Complete,2023-03-31 00:00:00,,5,23.100000000000001,4421
38,97,,20241103,,654,In Process,2024-11-03 00:00:00,,10,57.399999999999999,4422
38,269,,20241103,,654,In Process,2024-11-03 00:00:00,,8,86.879999999999995,4422
100,416,327,20241115,,655,In Delivery,2024-11-15 00:00:00,,3,40.560000000000002,4423
29,79,328,20240527,20241008,656,Complete,2024-05-27 00:00:00,,5,19.149999999999999,4424
29,124,328,20240527,20241008,656,Complete,2024-05-27 00:00:00,,3,36.810000000000002,4424
29,377,328,20240527,20241008,656,Complete,2024-05-27 00:00:00,,6,73.140000000000001,4424
57,36,329,20230127,20230815,657,Complete,2023-01-27 00:00:00,,8,43.68,4425
57,165,329,20230127,20230815,657,Complete,2023-01-27 00:00:00,,8,155.12,4425
57,347,329,20230127,20230815,657,Complete,2023-01-27 00:00:00,,9,36.450000000000003,4425
50,388,,20241130,,658,In Process,2024-11-30 00:00:00,,1,7.25,4426
50,471,,20241130,,658,In Process,2024-11-30 00:00:00,,4,31.719999999999999,4426
4,143,,20230306,,659,Cancelled,2023-03-06 00:00:00,2024-05-13 00:00:00,8,95.599999999999994,4427
4,325,,20230306,,659,Cancelled,2023-03-06 00:00:00,2024-05-13 00:00:00,1,14.890000000000001,4427
4,440,,20230306,,659,Cancelled,2023-03-06 00:00:00,2024-05-13 00:00:00,2,28.219999999999999,4427
73,112,,20241020,,660,In Process,2024-10-20 00:00:00,,4,64.879999999999995,4428
73,288,,20241020,,660,In Process,2024-10-20 00:00:00,,3,42.75,4428
73,342,,20241020,,660,In Process,2024-10-20 00:00:00,,6,11.880000000000001,4428
88,72,,20241014,,661,In Process,2024-10-14 00:00:00,,7,79.939999999999998,4429
88,141,,20241014,,661,In Process,2024-10-14 00:00:00,,2,29.18,4429
88,240,,20241014,,661,In Process,2024-10-14 00:00:00,,3,34.829999999999998,4429
77,115,,20230521,,662,Cancelled,2023-05-21 00:00:00,2023-11-02 00:00:00,1,9.3399999999999999,4430
77,157,,20230521,,662,Cancelled,2023-05-21 00:00:00,2023-11-02 00:00:00,2,17.16,4430
77,236,,20230521,,662,Cancelled,2023-05-21 00:00:00,2023-11-02 00:00:00,3,45,4430
77,265,,20230521,,662,Cancelled,2023-05-21 00:00:00,2023-11-02 00:00:00,9,39.329999999999998,4430
87,141,,20241111,,663,In Process,2024-11-11 00:00:00,,5,72.950000000000003,4431
87,157,,20241111,,663,In Process,2024-11-11 00:00:00,,9,77.219999999999999,4431
87,203,,20241111,,663,In Process,2024-11-11 00:00:00,,5,90.049999999999997,4431
87,376,,20241111,,663,In Process,2024-11-11 00:00:00,,10,122.5,4431
1,354,330,20230217,20240319,664,Complete,2023-02-17 00:00:00,,3,33.840000000000003,4432
49,82,331,20241217,20250112,665,Complete,2024-12-17 00:00:00,,1,3.98,4433
49,134,331,20241217,20250112,665,Complete,2024-12-17 00:00:00,,3,53.369999999999997,4433
49,302,331,20241217,20250112,665,Complete,2024-12-17 00:00:00,,3,33.630000000000003,4433
49,489,331,20241217,20250112,665,Complete,2024-12-17 00:00:00,,6,71.579999999999998,4433
13,89,332,20241110,,666,In Delivery,2024-11-10 00:00:00,,6,83.519999999999996,4434
13,236,332,20241110,,666,In Delivery,2024-11-10 00:00:00,,10,150,4434
13,379,332,20241110,,666,In Delivery,2024-11-10 00:00:00,,4,61.119999999999997,4434
13,386,332,20241110,,666,In Delivery,2024-11-10 00:00:00,,7,94.359999999999999,4434
13,468,332,20241110,,666,In Delivery,2024-11-10 00:00:00,,5,73.849999999999994,4434
17,59,,20241117,,667,In Process,2024-11-17 00:00:00,,2,35.460000000000001,4435
